Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    3.05    5000/5007        void std::fill<double*, double>(double*, double*, double const&) [10]
[8]      3.8    0.00    3.05    5007         void std::__fill_a<double*, double>(double*, double*, double const&) [8]
                3.05    0.00    5007/5007        __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [9]
-----------------------------------------------
                3.05    0.00    5007/5007        void std::__fill_a<double*, double>(double*, double*, double const&) [8]
[9]      3.8    3.05    0.00    5007         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [9]
-----------------------------------------------
                0.00    3.05    5000/5000        knn_distances_tiled(double const*, double const*, double*, int, int, int) [2]
[10]     3.8    0.00    3.05    5000         void std::fill<double*, double>(double*, double*, double const&) [10]
                0.00    3.05    5000/5007        void std::__fill_a<double*, double>(double*, double*, double const&) [8]
-----------------------------------------------
                0.00    0.00 1384924/1003028412     bool __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::operator()<int*, int>(int*, int&) [27]
                2.66    0.00 1001643488/1003028412     bool __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::operator()<int*, int*>(int*, int*) [7]
[11]     3.3    2.66    0.00 1003028412         knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}::operator()(int, int) const [11]
-----------------------------------------------
                2.38    0.00   20000/20000       knn_predict_proba(double const*, int*, int const*, int, int) [3]
[12]     3.0    2.38    0.00   20000         void std::iota<int*, int>(int*, int*, int) [12]
-----------------------------------------------
                0.19    0.00   20000/20000       void std::__heap_select<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [6]
[13]     0.2    0.19    0.00   20000         void std::__make_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [13]
                0.00    0.00   40000/1060664     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [15]
                0.00    0.00   80000/7600178     std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
-----------------------------------------------
                0.00    0.01   80000/1020664     void std::__sort_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [19]
                0.00    0.06  940664/1020664     void std::__heap_select<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [6]
[14]     0.1    0.01    0.06 1020664         void std::__pop_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [14]
                0.02    0.04 1020664/1060664     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [15]
                0.00    0.00 3061992/7600178     std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
-----------------------------------------------
                0.00    0.00   40000/1060664     void std::__make_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [13]
                0.02    0.04 1020664/1060664     void std::__pop_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [14]
[15]     0.1    0.03    0.04 1060664         void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [15]
                0.02    0.00 1060664/1060664     void std::__push_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [16]
                0.01    0.00 1060664/1060664     __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&&) [18]
                0.00    0.00 1743488/1001643488     bool __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::operator()<int*, int*>(int*, int*) [7]
                0.00    0.00 2839116/7600178     std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
                0.00    0.00 1060664/1060664     std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&>(__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [38]
-----------------------------------------------
                0.02    0.00 1060664/1060664     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [15]
[16]     0.0    0.02    0.00 1060664         void std::__push_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [16]
                0.00    0.00 1384924/1384924     bool __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::operator()<int*, int>(int*, int&) [27]
                0.00    0.00 1619070/7600178     std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
-----------------------------------------------
                0.01    0.00       6/6           main [1]
[17]     0.0    0.01    0.00       6         load_text_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int) [17]
                0.00    0.00       6/9           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [22]
                0.00    0.00 1000109/1000111     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [39]
                0.00    0.00 1000103/1000103     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [41]
                0.00    0.00 1000103/1000103     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [40]
                0.00    0.00       6/9           std::allocator<double>::allocator() [78]
                0.00    0.00       6/27          std::allocator<double>::~allocator() [58]
                0.00    0.00       6/7           std::vector<double, std::allocator<double> >::begin() [100]
                0.00    0.00       6/7           std::vector<double, std::allocator<double> >::end() [99]
-----------------------------------------------
                0.01    0.00 1060664/1060664     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [15]
[18]     0.0    0.01    0.00 1060664         __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&&) [18]
                0.00    0.00 1060664/1100664     std::remove_reference<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}&>::type&& std::move<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}&>(knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}&) [37]
-----------------------------------------------
                0.00    0.01   20000/20000       void std::__partial_sort<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [5]
[19]     0.0    0.00    0.01   20000         void std::__sort_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [19]
                0.00    0.01   80000/1020664     void std::__pop_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [14]
-----------------------------------------------
                0.00    0.00       9/9           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [24]
[20]     0.0    0.00    0.00       9         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [20]
                0.00    0.00       9/9           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [26]
                0.00    0.00       9/9           double* std::__addressof<double>(double&) [95]
                0.00    0.00       9/9           void std::_Construct<double>(double*) [94]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [22]
[21]     0.0    0.00    0.00       9         std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [21]
                0.00    0.00       9/9           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [25]
                0.00    0.00       9/18          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [62]
-----------------------------------------------
                0.00    0.00       1/9           load_binary_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&, int&) [28]
                0.00    0.00       2/9           main [1]
                0.00    0.00       6/9           load_text_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int) [17]
[22]     0.0    0.00    0.00       9         std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [22]
                0.00    0.00       9/9           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [21]
                0.00    0.00       9/9           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [92]
                0.00    0.00       9/9           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [86]
-----------------------------------------------
                0.00    0.00       9/9           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [26]
[23]     0.0    0.00    0.00       9         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [23]
                0.00    0.00       7/5007        void std::__fill_a<double*, double>(double*, double*, double const&) [8]
-----------------------------------------------
                0.00    0.00       9/9           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [25]
[24]     0.0    0.00    0.00       9         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [24]
                0.00    0.00       9/9           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [20]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [21]
[25]     0.0    0.00    0.00       9         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [25]
                0.00    0.00       9/9           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [24]
-----------------------------------------------
                0.00    0.00       9/9           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [20]
[26]     0.0    0.00    0.00       9         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [26]
                0.00    0.00       9/9           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [23]
                0.00    0.00       9/9           std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [96]
                0.00    0.00       9/13          std::__size_to_integer(unsigned long) [67]
-----------------------------------------------
                0.00    0.00 1384924/1384924     void std::__push_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [16]
[27]     0.0    0.00    0.00 1384924         bool __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::operator()<int*, int>(int*, int&) [27]
                0.00    0.00 1384924/1003028412     knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}::operator()(int, int) const [11]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[28]     0.0    0.00    0.00       1         load_binary_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&, int&) [28]
                0.00    0.00       1/9           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [22]
                0.00    0.00       1/9           std::allocator<double>::allocator() [78]
                0.00    0.00       1/27          std::allocator<double>::~allocator() [58]
                0.00    0.00       1/135001      std::vector<double, std::allocator<double> >::data() [44]
-----------------------------------------------
                0.00    0.00   80000/7600178     void std::__make_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [13]
                0.00    0.00 1619070/7600178     void std::__push_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [16]
                0.00    0.00 2839116/7600178     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [15]
                0.00    0.00 3061992/7600178     void std::__pop_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [14]
[35]     0.0    0.00    0.00 7600178         std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
-----------------------------------------------
                0.00    0.00       2/2000230     bool __gnu_cxx::operator==<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [160]
                0.00    0.00       6/2000230     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [146]
                0.00    0.00 2000222/2000230     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [39]
[36]     0.0    0.00    0.00 2000230         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [36]
-----------------------------------------------
                0.00    0.00   20000/1100664     __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> __gnu_cxx::__ops::__iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>(knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}) [55]
                0.00    0.00   20000/1100664     __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::_Iter_comp_iter(knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}) [54]
                0.00    0.00 1060664/1100664     __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&&) [18]
[37]     0.0    0.00    0.00 1100664         std::remove_reference<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}&>::type&& std::move<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}&>(knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}&) [37]
-----------------------------------------------
                0.00    0.00 1060664/1060664     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>) [15]
[38]     0.0    0.00    0.00 1060664         std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&>(__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>&) [38]
-----------------------------------------------
                0.00    0.00       1/1000111     void std::__sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [189]
                0.00    0.00       1/1000111     void std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [181]
                0.00    0.00 1000109/1000111     load_text_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int) [17]
[39]     0.0    0.00    0.00 1000111         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [39]
                0.00    0.00 2000222/2000230     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [36]
-----------------------------------------------
                0.00    0.00 1000103/1000103     load_text_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int) [17]
[40]     0.0    0.00    0.00 1000103         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [40]
-----------------------------------------------
                0.00    0.00 1000103/1000103     load_text_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int) [17]
[41]     0.0    0.00    0.00 1000103         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [41]
-----------------------------------------------
                0.00    0.00    5000/495000      main [1]
                0.00    0.00  490000/495000      knn_distances_tiled(double const*, double const*, double*, int, int, int) [2]
[42]     0.0    0.00    0.00  495000         int const& std::min<int>(int const&, int const&) [42]
-----------------------------------------------
                0.00    0.00  135001/135001      std::vector<double, std::allocator<double> >::data() [44]
[43]     0.0    0.00    0.00  135001         double* std::vector<double, std::allocator<double> >::_M_data_ptr<double>(double*) const [43]
-----------------------------------------------
                0.00    0.00       1/135001      load_binary_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&, int&) [28]
                0.00    0.00  135000/135001      main [1]
[44]     0.0    0.00    0.00  135001         std::vector<double, std::allocator<double> >::data() [44]
                0.00    0.00  135001/135001      double* std::vector<double, std::allocator<double> >::_M_data_ptr<double>(double*) const [43]
-----------------------------------------------
                0.00    0.00       2/100006      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [161]
                0.00    0.00       2/100006      int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [154]
                0.00    0.00  100002/100006      bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [47]
[45]     0.0    0.00    0.00  100006         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [45]
-----------------------------------------------
                0.00    0.00   60000/60000       main [1]
[46]     0.0    0.00    0.00   60000         std::vector<int, std::allocator<int> >::operator[](unsigned long) [46]
-----------------------------------------------
                0.00    0.00   50001/50001       load_text_intvec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [157]
[47]     0.0    0.00    0.00   50001         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [47]
                0.00    0.00  100002/100006      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [45]
-----------------------------------------------
                0.00    0.00   50000/50000       load_text_intvec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [157]
[48]     0.0    0.00    0.00   50000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [48]
-----------------------------------------------
                0.00    0.00   50000/50000       load_text_intvec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [157]
[49]     0.0    0.00    0.00   50000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [49]
-----------------------------------------------
                0.00    0.00   40001/40001       std::vector<int, std::allocator<int> >::data() [51]
[50]     0.0    0.00    0.00   40001         int* std::vector<int, std::allocator<int> >::_M_data_ptr<int>(int*) const [50]
-----------------------------------------------
                0.00    0.00       1/40001       load_binary_labels(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [158]
                0.00    0.00   40000/40001       main [1]
[51]     0.0    0.00    0.00   40001         std::vector<int, std::allocator<int> >::data() [51]
                0.00    0.00   40001/40001       int* std::vector<int, std::allocator<int> >::_M_data_ptr<int>(int*) const [50]
-----------------------------------------------
                0.00    0.00   20000/20000       main [1]
[52]     0.0    0.00    0.00   20000         lr_predict_proba(double const*, double const*, double, int) [52]
-----------------------------------------------
                0.00    0.00   20000/20000       main [1]
[53]     0.0    0.00    0.00   20000         nb_predict_proba(double const*, double const*, double const*, double const*, int) [53]
                0.00    0.00   20000/20000       double const& std::max<double>(double const&, double const&) [56]
-----------------------------------------------
                0.00    0.00   20000/20000       __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> __gnu_cxx::__ops::__iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>(knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}) [55]
[54]     0.0    0.00    0.00   20000         __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>::_Iter_comp_iter(knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}) [54]
                0.00    0.00   20000/1100664     std::remove_reference<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}&>::type&& std::move<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}&>(knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}&) [37]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::partial_sort<int*, knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>(int*, int*, int*, knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}) [4]
[55]     0.0    0.00    0.00   20000         __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}> __gnu_cxx::__ops::__iter_comp_iter<knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}>(knn_predict_proba(double const*, int*, int const*, int, int)::{lambda(int, int)#1}) [55]
