Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       2/12          void std::vector<int, std::allocator<int> >::_M_range_initialize<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag) [40]
                0.00    0.00       2/12          void std::vector<int, std::allocator<int> >::_M_range_initialize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::forward_iterator_tag) [39]
                0.00    0.00       3/12          std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [150]
                0.00    0.00       5/12          std::vector<int, std::allocator<int> >::~vector() [133]
[93]     0.0    0.00    0.00      12         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [93]
-----------------------------------------------
                0.00    0.00      12/12          main [1]
[94]     0.0    0.00    0.00      12         std::vector<double, std::allocator<double> >::operator[](unsigned long) [94]
-----------------------------------------------
                0.00    0.00      11/11          void std::_Destroy<double*>(double*, double*) [100]
[95]     0.0    0.00    0.00      11         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [95]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [98]
[96]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [96]
                0.00    0.00      11/18          std::allocator<double>::~allocator() [89]
-----------------------------------------------
                0.00    0.00       4/11          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [139]
                0.00    0.00       7/11          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [112]
[97]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [97]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<double, std::allocator<double> >::~vector() [99]
[98]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [98]
                0.00    0.00      11/72          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [76]
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [96]
-----------------------------------------------
                0.00    0.00      11/11          main [1]
[99]     0.0    0.00    0.00      11         std::vector<double, std::allocator<double> >::~vector() [99]
                0.00    0.00      11/137         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [64]
                0.00    0.00      11/11          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [101]
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [98]
-----------------------------------------------
                0.00    0.00      11/11          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [101]
[100]    0.0    0.00    0.00      11         void std::_Destroy<double*>(double*, double*) [100]
                0.00    0.00      11/11          void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [95]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<double, std::allocator<double> >::~vector() [99]
[101]    0.0    0.00    0.00      11         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [101]
                0.00    0.00      11/11          void std::_Destroy<double*>(double*, double*) [100]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<double>::allocator() [105]
[102]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<double>::new_allocator() [102]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<int>::allocator(std::allocator<int> const&) [106]
[103]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [103]
-----------------------------------------------
                0.00    0.00       5/10          __gnu_cxx::new_allocator<int>::max_size() const [120]
                0.00    0.00       5/10          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [119]
[104]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int>::_M_max_size() const [104]
-----------------------------------------------
                0.00    0.00       1/10          load_X_binary(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long&, int&) [32]
                0.00    0.00       2/10          main [1]
                0.00    0.00       7/10          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [112]
[105]    0.0    0.00    0.00      10         std::allocator<double>::allocator() [105]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<double>::new_allocator() [102]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [132]
                0.00    0.00       5/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [123]
[106]    0.0    0.00    0.00      10         std::allocator<int>::allocator(std::allocator<int> const&) [106]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [103]
-----------------------------------------------
                0.00    0.00       9/9           main [1]
[107]    0.0    0.00    0.00       9         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [107]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<double>::allocator(std::allocator<double> const&) [111]
[108]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [108]
-----------------------------------------------
                0.00    0.00       8/8           void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Val_less_iter) [160]
[109]    0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator--() [109]
-----------------------------------------------
                0.00    0.00       8/8           void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Val_less_iter) [160]
[110]    0.0    0.00    0.00       8         bool __gnu_cxx::__ops::_Val_less_iter::operator()<double, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(double&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) const [110]
                0.00    0.00       8/34          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [87]
-----------------------------------------------
                0.00    0.00       1/8           std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [195]
                0.00    0.00       3/8           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [149]
                0.00    0.00       4/8           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [139]
[111]    0.0    0.00    0.00       8         std::allocator<double>::allocator(std::allocator<double> const&) [111]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [108]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [113]
[112]    0.0    0.00    0.00       7         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [112]
                0.00    0.00       7/10          std::allocator<double>::allocator() [105]
                0.00    0.00       7/11          std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [97]
-----------------------------------------------
                0.00    0.00       7/7           std::vector<double, std::allocator<double> >::vector() [114]
[113]    0.0    0.00    0.00       7         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [113]
                0.00    0.00       7/7           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [112]
-----------------------------------------------
                0.00    0.00       7/7           load_vector(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
[114]    0.0    0.00    0.00       7         std::vector<double, std::allocator<double> >::vector() [114]
                0.00    0.00       7/7           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [113]
-----------------------------------------------
                0.00    0.00       1/6           void std::__sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [234]
                0.00    0.00       5/6           void std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [220]
[115]    0.0    0.00    0.00       6         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [115]
                0.00    0.00      12/272         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [61]
-----------------------------------------------
                0.00    0.00       1/6           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [208]
                0.00    0.00       2/6           int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int*) [211]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [224]
[116]    0.0    0.00    0.00       6         double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [116]
                0.00    0.00       6/272         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [61]
-----------------------------------------------
                0.00    0.00       3/6           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [165]
                0.00    0.00       3/6           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [166]
[117]    0.0    0.00    0.00       6         std::__size_to_integer(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [128]
[118]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [118]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [129]
[119]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [119]
                0.00    0.00       5/10          __gnu_cxx::new_allocator<int>::_M_max_size() const [104]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [130]
[120]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::max_size() const [120]
                0.00    0.00       5/10          __gnu_cxx::new_allocator<int>::_M_max_size() const [104]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<int*>(int*, int*) [134]
[121]    0.0    0.00    0.00       5         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [121]
-----------------------------------------------
                0.00    0.00       1/5           void std::vector<int, std::allocator<int> >::_M_range_initialize<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag) [40]
                0.00    0.00       1/5           void std::vector<int, std::allocator<int> >::_M_range_initialize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::forward_iterator_tag) [39]
                0.00    0.00       3/5           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [145]
[122]    0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [122]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [129]
-----------------------------------------------
                0.00    0.00       2/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [174]
                0.00    0.00       3/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [146]
[123]    0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [123]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [126]
                0.00    0.00       5/10          std::allocator<int>::allocator(std::allocator<int> const&) [106]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [127]
[124]    0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [124]
                0.00    0.00       5/15          std::allocator<int>::~allocator() [91]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [127]
[125]    0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [125]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [128]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [123]
[126]    0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [126]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::~vector() [133]
[127]    0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [127]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [125]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [124]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [125]
[128]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [128]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [118]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [122]
[129]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [129]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [119]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [131]
[130]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [130]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::max_size() const [120]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [132]
[131]    0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [131]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [130]
                0.00    0.00       5/130         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [65]
-----------------------------------------------
                0.00    0.00       1/5           void std::vector<int, std::allocator<int> >::_M_range_initialize<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag) [40]
                0.00    0.00       1/5           void std::vector<int, std::allocator<int> >::_M_range_initialize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::forward_iterator_tag) [39]
                0.00    0.00       3/5           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [151]
[132]    0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [132]
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [131]
                0.00    0.00       5/10          std::allocator<int>::allocator(std::allocator<int> const&) [106]
                0.00    0.00       5/15          std::allocator<int>::~allocator() [91]
-----------------------------------------------
                0.00    0.00       1/5           load_y_binary(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [15]
                0.00    0.00       4/5           main [1]
[133]    0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::~vector() [133]
                0.00    0.00       5/12          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [93]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [127]
                0.00    0.00       5/5           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [135]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [135]
[134]    0.0    0.00    0.00       5         void std::_Destroy<int*>(int*, int*) [134]
                0.00    0.00       5/5           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [121]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::~vector() [133]
[135]    0.0    0.00    0.00       5         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [135]
                0.00    0.00       5/5           void std::_Destroy<int*>(int*, int*) [134]
-----------------------------------------------
                0.00    0.00       4/4           void std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [220]
[136]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [136]
-----------------------------------------------
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [188]
                0.00    0.00       2/4           int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [179]
[137]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [137]
-----------------------------------------------
                0.00    0.00       4/4           void std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [220]
[138]    0.0    0.00    0.00       4         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) const [138]
                0.00    0.00       8/34          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [87]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [141]
[139]    0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [139]
                0.00    0.00       4/11          std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [97]
                0.00    0.00       4/8           std::allocator<double>::allocator(std::allocator<double> const&) [111]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [141]
[140]    0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [140]
                0.00    0.00       4/65          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [80]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [200]
                0.00    0.00       3/4           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [21]
[141]    0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [141]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [139]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [140]
-----------------------------------------------
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::move_backward<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [213]
                0.00    0.00       2/4           int* std::copy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int*) [231]
[142]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [142]
-----------------------------------------------
                0.00    0.00       3/3           void std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [220]
[143]    0.0    0.00    0.00       3         __gnu_cxx::__ops::__val_comp_iter(__gnu_cxx::__ops::_Iter_less_iter) [143]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [208]
                0.00    0.00       2/3           void std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [220]
[144]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [144]
                0.00    0.00       3/129         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [66]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [146]
[145]    0.0    0.00    0.00       3         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [145]
                0.00    0.00       3/5           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [122]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [151]
[146]    0.0    0.00    0.00       3         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [146]
                0.00    0.00       3/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [123]
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [145]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [161]
[147]    0.0    0.00    0.00       3         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [147]
                0.00    0.00       3/3           double* std::__addressof<double>(double&) [156]
                0.00    0.00       3/3           void std::_Construct<double>(double*) [152]
                0.00    0.00       3/3           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [165]
-----------------------------------------------
                0.00    0.00       3/3           int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long) [162]
[148]    0.0    0.00    0.00       3         int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [148]
                0.00    0.00       3/3           int* std::__addressof<int>(int&) [157]
                0.00    0.00       3/3           void std::_Construct<int>(int*) [153]
                0.00    0.00       3/3           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [166]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [21]
[149]    0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [149]
                0.00    0.00       3/8           std::allocator<double>::allocator(std::allocator<double> const&) [111]
                0.00    0.00       3/125         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [69]
                0.00    0.00       3/18          std::allocator<double>::~allocator() [89]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [151]
[150]    0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [150]
