Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                4.52    0.00 705032704/705232705     double* std::vector<double, std::allocator<double> >::_M_data_ptr<double>(double*) const [10]
-----------------------------------------------
               11.67    0.00  100000/100000      knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int) [2]
[9]      2.6   11.67    0.00  100000         void std::iota<int*, int>(int*, int*, int) [9]
-----------------------------------------------
                0.00    0.00  200001/705232705     std::vector<double, std::allocator<double> >::data() [46]
                4.52    0.00 705032704/705232705     std::vector<double, std::allocator<double> >::data() const [8]
[10]     1.0    4.52    0.00 705232705         double* std::vector<double, std::allocator<double> >::_M_data_ptr<double>(double*) const [10]
-----------------------------------------------
                0.07    0.05  400000/5103320     void std::__sort_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [18]
                0.82    0.61 4703320/5103320     void std::__heap_select<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>) [5]
[11]     0.3    0.89    0.67 5103320         void std::__pop_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [11]
                0.11    0.56 5103320/5303320     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>) [14]
                0.00    0.00 15309960/38000890     std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
-----------------------------------------------
                0.85    0.00       5/5           std::allocator<int>::allocator() [13]
[12]     0.2    0.85    0.00       5         __gnu_cxx::new_allocator<int>::new_allocator() [12]
-----------------------------------------------
                0.00    0.34       2/5           load_y_binary(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [15]
                0.00    0.51       3/5           main [1]
[13]     0.2    0.00    0.85       5         std::allocator<int>::allocator() [13]
                0.85    0.00       5/5           __gnu_cxx::new_allocator<int>::new_allocator() [12]
-----------------------------------------------
                0.00    0.02  200000/5303320     void std::__make_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [29]
                0.11    0.56 5103320/5303320     void std::__pop_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [11]
[14]     0.2    0.11    0.58 5303320         void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>) [14]
                0.11    0.19 8717440/713250144     bool __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>::operator()<int*, int*>(int*, int*) [6]
                0.06    0.17 5303320/5303320     void std::__push_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [16]
                0.02    0.02 5303320/5303320     __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&&) [25]
                0.01    0.00 5303320/5303320     std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&>(__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [36]
                0.00    0.00 14195580/38000890     std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
-----------------------------------------------
                0.00    0.36       1/1           main [1]
[15]     0.1    0.00    0.36       1         load_y_binary(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [15]
                0.00    0.34       2/5           std::allocator<int>::allocator() [13]
                0.01    0.01       1/1           std::vector<int, std::allocator<int> >::vector<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int> const&) [34]
                0.00    0.00       2/15          std::allocator<int>::~allocator() [91]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [151]
                0.00    0.00       1/100001      std::vector<int, std::allocator<int> >::data() [58]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::end() [201]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::begin() [202]
                0.00    0.00       1/5           std::vector<int, std::allocator<int> >::~vector() [133]
-----------------------------------------------
                0.06    0.17 5303320/5303320     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>) [14]
[16]     0.1    0.06    0.17 5303320         void std::__push_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [16]
                0.02    0.15 6924620/6924620     bool __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>::operator()<int*, int>(int*, int&) [17]
                0.00    0.00 8095350/38000890     std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
-----------------------------------------------
                0.02    0.15 6924620/6924620     void std::__push_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [16]
[17]     0.0    0.02    0.15 6924620         bool __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>::operator()<int*, int>(int*, int&) [17]
                0.15    0.00 6924620/720174764     knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}::operator()(int, int) const [7]
-----------------------------------------------
                0.01    0.12  100000/100000      void std::__partial_sort<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>) [4]
[18]     0.0    0.01    0.12  100000         void std::__sort_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [18]
                0.07    0.05  400000/5103320     void std::__pop_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [11]
-----------------------------------------------
                0.09    0.00  100000/100000      main [1]
[19]     0.0    0.09    0.00  100000         nb_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, int) [19]
                0.00    0.00 8200000/10200000     std::vector<double, std::allocator<double> >::operator[](unsigned long) const [54]
                0.00    0.00  100000/100000      double const& std::max<double>(double const&, double const&) [59]
-----------------------------------------------
                0.06    0.00       3/3           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [21]
[20]     0.0    0.06    0.00       3         std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [20]
                0.00    0.00       3/137         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [64]
                0.00    0.00       3/3           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [163]
-----------------------------------------------
                0.00    0.02       1/3           load_X_binary(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long&, int&) [32]
                0.00    0.04       2/3           main [1]
[21]     0.0    0.00    0.06       3         std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [21]
                0.06    0.00       3/3           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [20]
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [149]
                0.00    0.00       3/4           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [141]
-----------------------------------------------
                0.05    0.00  140000/140000      main [1]
[22]     0.0    0.05    0.00  140000         std::vector<int, std::allocator<int> >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.04 1050103/1050103     load_vector(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
[23]     0.0    0.00    0.04 1050103         std::vector<double, std::allocator<double> >::push_back(double const&) [23]
                0.00    0.03 1050042/1050103     void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [26]
                0.01    0.00      61/61          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [37]
                0.00    0.00      61/63          std::vector<double, std::allocator<double> >::end() [83]
-----------------------------------------------
                0.00    0.02       3/7           load_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int) [33]
                0.00    0.02       4/7           main [1]
[24]     0.0    0.00    0.04       7         load_vector(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
                0.00    0.04 1050103/1050103     std::vector<double, std::allocator<double> >::push_back(double const&) [23]
                0.00    0.00       7/7           std::vector<double, std::allocator<double> >::vector() [114]
-----------------------------------------------
                0.02    0.02 5303320/5303320     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>) [14]
[25]     0.0    0.02    0.02 5303320         __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&&) [25]
                0.02    0.00 5303320/5503320     std::remove_reference<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}&>::type&& std::move<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}&>(knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}&) [30]
-----------------------------------------------
                0.00    0.00      61/1050103     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [37]
                0.00    0.03 1050042/1050103     std::vector<double, std::allocator<double> >::push_back(double const&) [23]
[26]     0.0    0.01    0.03 1050103         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [26]
                0.03    0.00 1050103/1050103     void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [28]
                0.00    0.00 1050103/2100267     double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [38]
-----------------------------------------------
                0.03    0.00  100000/100000      void std::partial_sort<int*, knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>(int*, int*, int*, knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}) [3]
[27]     0.0    0.03    0.00  100000         __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> __gnu_cxx::__ops::__iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>(knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}) [27]
                0.00    0.00  100000/5503320     std::remove_reference<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}&>::type&& std::move<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}&>(knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}&) [30]
                0.00    0.00  100000/100000      __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>::_Iter_comp_iter(knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}) [47]
-----------------------------------------------
                0.03    0.00 1050103/1050103     void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [26]
[28]     0.0    0.03    0.00 1050103         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [28]
                0.00    0.00 1050103/2100267     double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [38]
                0.00    0.00 1050103/1050109     operator new(unsigned long, void*) [55]
-----------------------------------------------
                0.00    0.03  100000/100000      void std::__heap_select<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>) [5]
[29]     0.0    0.00    0.03  100000         void std::__make_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [29]
                0.00    0.02  200000/5303320     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>) [14]
                0.00    0.00  400000/38000890     std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
-----------------------------------------------
                0.00    0.00  100000/5503320     __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> __gnu_cxx::__ops::__iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>(knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}) [27]
                0.00    0.00  100000/5503320     __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>::_Iter_comp_iter(knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}) [47]
                0.02    0.00 5303320/5503320     __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&&) [25]
[30]     0.0    0.02    0.00 5503320         std::remove_reference<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}&>::type&& std::move<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}&>(knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}&) [30]
-----------------------------------------------
                0.02    0.00  100000/100000      main [1]
[31]     0.0    0.02    0.00  100000         lr_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, double, int) [31]
                0.00    0.00 2000000/10200000     std::vector<double, std::allocator<double> >::operator[](unsigned long) const [54]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[32]     0.0    0.00    0.02       1         load_X_binary(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long&, int&) [32]
                0.00    0.02       1/3           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [21]
                0.00    0.00       1/200001      std::vector<double, std::allocator<double> >::data() [46]
                0.00    0.00       1/10          std::allocator<double>::allocator() [105]
                0.00    0.00       1/18          std::allocator<double>::~allocator() [89]
-----------------------------------------------
                0.00    0.02       3/3           main [1]
[33]     0.0    0.00    0.02       3         load_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int) [33]
                0.00    0.02       3/7           load_vector(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
                0.00    0.00       3/248         std::vector<double, std::allocator<double> >::size() const [62]
-----------------------------------------------
                0.01    0.01       1/1           load_y_binary(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [15]
[34]     0.0    0.01    0.01       1         std::vector<int, std::allocator<int> >::vector<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int> const&) [34]
                0.00    0.01       1/1           void std::vector<int, std::allocator<int> >::_M_range_initialize<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag) [40]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [174]
                0.00    0.00       1/2           std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [182]
-----------------------------------------------
                0.00    0.00  400000/38000890     void std::__make_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [29]
                0.00    0.00 8095350/38000890     void std::__push_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_val<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [16]
                0.00    0.00 14195580/38000890     void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, long, long, int, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>) [14]
                0.00    0.00 15309960/38000890     void std::__pop_heap<int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}> >(int*, int*, int*, __gnu_cxx::__ops::_Iter_comp_iter<knn_predict_proba(double const*, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double*, int*, int, int, int)::{lambda(int, int)#1}>&) [11]
[35]     0.0    0.01    0.00 38000890         std::remove_reference<int&>::type&& std::move<int&>(int&) [35]
-----------------------------------------------
